occupation	latitude	longitude	zipcode
Greyhound	E	43.104213	-75.223548
Home2_Suites	B	43.108821	-75.220503
Empire_Furniture_Co	C	43.098001	-75.21615
NBT_Bank	C	43.099239	-75.236518
Uptown_Anesthesia_Assoc	A	43.081016	-75.27178
Shade_Bar_&_Grill	B	43.101156	-75.232512
U-Haul	C	43.111325	-75.262177
McDonald's	B	43.089191	-75.257147
St_Peter_&_Paul_Ukrainian_Orthodox_Church	A	43.104363	-75.243617
Biogenic_Dental	A	43.098546	-75.237638
Pho_Mekong_House_of_Noodles	B	43.099718	-75.227167
CITGO	C	43.116307	-75.211522
Pathway_of_PEARLS	C	43.099778	-75.152411
GIN&WEARR_Haberdashery	C	43.108472	-75.251452
Albany_Elementary_School	A	43.086349	-75.209486
Cupolo_&_Son_Automotive_Svce	D	43.074836	-75.285465
Autopart_International	C	43.124585	-75.233612
Grill_155	B	43.077617	-75.219451
Rescue_Mission_Of_Utica	A	43.097169	-75.231223
Automatio_Experts	D	43.09247	-75.183497
Tramontane_Cafe	B	43.100105	-75.242145
Slice_Pizzeria	B	43.086372	-75.261328
Jo_Mar_Beauty_Salon	B	43.087143	-75.219192
Saranac_Brewery_Matt_Brewing_Co	D	43.104526	-75.245806
Tinger_Alfred	A	43.091075	-75.258096
Shah_Paru_DDS	A	43.096731	-75.276131
H&R_Block	A	43.091521	-75.222715
Rosato's_Pizzeria_&_Bakery	B	43.109374	-75.268032
PriceRite	C	43.099612	-75.220525
Deliverance_First_Ministries_Church_Of_The_Living_God	A	43.101602	-75.245305
In_Tune_Automotive	D	43.103171	-75.246493
Starseeds_Children's_Clothing_Store	C	43.093523	-75.202725
Aspen_Plaza	C	43.112427	-75.214744
Good_Friend_Chinese_Restaurant	B	43.11392	-75.207018
Precision_Stereo_Repair	C	43.175356	-75.202188
Winstons_Automobile	D	43.093143	-75.229676
Slavin_Mark_DDS	A	43.079755	-75.275656
Rockford_Auto_Glass	D	43.103555	-75.231882
Alpine_Restaurant	B	43.096843	-75.216389
Big_O_Bakery	E	43.097578	-75.214903
Craylee's	B	43.10141	-75.227447
The_Hub_Eatery	B	43.101361	-75.228397
Sunny_Side_Up_Cafe	B	43.094052	-75.203118
Maria_Horan_&_Associates	A	43.078251	-75.279049
Max_Christopher_C	A	43.091068	-75.258076
Shine	B	43.08425	-75.265315
KeyBank	C	43.0908	-75.221435
St_John's_Catholic_Church_Rectory_Historic	A	43.100369	-75.22788
Curves	B	43.126422	-75.236597
Subway	B	43.080907	-75.20672
Grand_Harmony	B	43.087332	-75.258954
Sherry_Spa	B	43.117644	-75.210085
Best_Pain_Killer_Medicine_for_Pain_Relief	A	43.099629	-75.238114
Chester's_Flower_Shop_&_Greenhouses	C	43.102351	-75.254201
Inertia_Occupational_and_Physical_Therapy_Services	A	43.100585	-75.240335
Terrace_Cafe	B	43.097104	-75.241004
Holy_Temple_of_Jesus_Christ	A	43.091084	-75.234056
Apsara_Restaurant_Cambodian_&_Thai	B	43.099396	-75.232777
Century_Nails	B	43.089782	-75.21256
Mauro's_Glass	A	43.097179	-75.237088
Focal_Point_Optical	A	43.077571	-75.281103
Upstate_Painting	D	43.089938	-75.265094
Cornerstone_Community_Church	A	43.096689	-75.242396
Total_Wireless_Store	C	43.08908	-75.223283
CNY_Eye_Physicians_&_Surgeons	A	43.084366	-75.267292
Allstate_Insurance	C	43.116087	-75.209317
Slavic_Pentecostal_Church	A	43.093183	-75.26075
Scoops_and_Sandwiches	B	43.096252	-75.241378
Advantage_Abstract_Company	C	43.099667	-75.235292
Arby's	B	43.087408	-75.258617
Ryan's_Auto_&_Truck_Service	D	43.090289	-75.215922
Acropolis_Greek_Restaurant	B	43.083319	-75.231656
Trenton_City_Cleaners	E	43.11764	-75.210101
315_Bar_BQ_&_Brew	B	43.098882	-75.253384
DTR/VILLA	C	43.091833	-75.222367
James_C_Brummett_DMD_PC	A	43.087026	-75.223971
Troya_Motor_Cars	C	43.18189	-75.183493
Eagle_Express_Smoke_Shop	C	43.086518	-75.218705
Eannace_Funeral_Home_Inc	B	43.089345	-75.214576
Bella_Regina	B	43.100096	-75.233395
Sports_Unlimited	C	43.13508	-75.218923
Field_of_Dreams_Sports_Complex	B	43.096266	-75.14189
American_Job_Centers	B	43.100464	-75.231706
Sheri's_Eastside_Diner	B	43.088716	-75.186103
Utica_District_Tel_Employee's_Federal_Credit_Union	C	43.07522	-75.284914
Mohawk_Valley_Medical_Acupuncture	A	43.098348	-75.238147
Faxton_St_Luke's_Hearing_and_Speech_Center	B	43.091014	-75.258766
Paradigm_Consulting	B	43.094555	-75.285995
Utica_Fire_Department_Station_5	A	43.115658	-75.204198
Tattoo_U_Studio	B	43.098821	-75.218809
Walmart_Supercenter	C	43.123952	-75.225433
Maugeri's_Auto_Body	D	43.104954	-75.237735
The_Dev	B	43.099948	-75.230623
Roscoe_Conkling_Park	B	43.082736	-75.250638
FMN_Creative	B	43.102562	-75.224223
Bank_of_New_York_Mellon	A	43.103046	-75.245742
North_End_Pizza_and_Tap	B	43.114259	-75.209032
Joel's_Spanish_Food	B	43.09574	-75.241848
Dollar_Tree	C	43.114286	-75.209198
Byrne_Dairy	C	43.115766	-75.209737
Jorgensen_William_DO	A	43.093684	-75.240954
Saint_Agnes_Cemetery	B	43.087123	-75.228973
