category	latitude	longitude
SR	42.714087	-73.840821
R	42.735582	-73.699903
SR	42.732963	-73.710283
CC	42.740047	-73.843267
CC	42.803159	-73.901156
K	42.729883	-73.847659
SR	42.713303	-73.829961
G	42.709186	-73.818127
G	42.714001	-73.812611
CC	42.753078	-73.777475
CC	42.830746	-73.891052
SR	42.791193	-73.915802
ST	42.691404	-73.802471
ST	42.756509	-73.770601
ST	42.707771	-73.861659
SR	42.740362	-73.792004
SR	42.697644	-73.792879
CC	42.68542	-73.838932
ER	42.743264	-73.902424
ST	42.69357	-73.774506
R	42.770423	-73.756898
CC	42.665409	-73.789128
ST	42.737729	-73.764677
ST	42.689339	-73.848398
